75,FF0A,2006,2D06,3B06,8206
0C,1896,062D,063A,0681,0675
0C,1897,062B,0639,0680,0674
0C,1898,062B,0637,067F,0673
0C,1899,062D,063A,0681,0676
0C,189A,062F,063B,0681,0676
0C,189B,062E,063A,0681,0675
0C,189C,062C,0639,0680,0674
0C,189D,062B,0638,0680,0673
0C,189E,062E,063B,0681,0676
0C,189F,062E,063C,0682,0676
0C,18A0,062E,063A,0681,0675
0C,18A1,062C,0639,0681,0674
0C,18A2,062B,0638,0680,0673
0C,18A3,062D,063A,0681,0675
0C,18A4,062E,063B,0681,0676
0C,18A5,062D,063A,0681,0675
0C,18A6,062D,0638,0680,0674
0C,18A7,062C,0637,067F,0673
0C,18A8,062D,063A,0681,0675
0C,18A9,062E,063C,0682,0676
0C,18AA,062D,063A,0681,0675
0C,18AB,062C,0639,0680,0674
0C,18AC,062B,0639,0680,0673
0C,18AD,062E,063B,0681,0675
0C,18AE,062E,063C,0681,0676
0C,18AF,062D,063B,0681,0675
0C,18B0,062C,0638,0680,0674
0C,18B1,062B,0637,0680,0674
0C,18B2,062D,063A,0681,0676
0C,18B3,062E,063B,0681,0676
0C,18B4,062D,063A,0680,0675
0C,18B5,062D,0639,0680,0673
0C,18B6,062C,0637,067F,0673
0C,18B7,062E,063A,0681,0675
0C,18B8,062E,063B,0682,0677
0C,18B9,062D,0639,0681,0675
0C,18BA,062C,0638,0681,0674
0C,18BB,062B,0638,0680,0673
0C,18BC,062E,0639,0681,0676
0C,18BD,062E,063B,0681,0677
0C,18BE,062D,063A,0681,0676
0C,18BF,062C,0638,0681,0674
0C,18C0,062B,0638,0680,0674
0C,18C1,062D,063A,0681,0676
0C,18C2,062E,063C,0682,0676
0C,18C3,062E,063A,0681,0676
0C,18C4,062D,0639,0681,0674
0C,18C5,062C,0638,067F,0673
0C,18C6,062D,063B,0681,0675
0C,18C7,062E,063C,0682,0676
0C,18C8,062E,063A,0681,0675
0C,18C9,062D,0638,0680,0674
0C,18CA,062B,0638,0680,0673
0C,18CB,062D,063A,0681,0676
0C,18CC,062E,063B,0682,0677
0C,18CD,062D,063A,0681,0675
0C,18CE,062C,0637,0680,0674
0C,18CF,062B,0638,067F,0673
0C,18D0,062E,063B,0681,0675
0C,18D1,062F,063C,0681,0675
0C,18D2,062D,063A,0680,0675
0C,18D3,062D,0639,067F,0673
0C,18D4,062C,0639,067F,0673
0C,18D5,062E,063A,0681,0675
0C,18D6,062E,063B,0682,0676
0C,18D7,062D,063B,0682,0675
0C,18D8,062C,0638,0681,0674
0C,18D9,062B,0637,067F,0673
0C,18DA,062D,0639,0681,0676
0C,18DB,062E,063B,0681,0677
0C,18DC,062D,063A,0681,0676
0C,18DD,062C,0638,0680,0674
0C,18DE,062B,0637,067F,0674
0C,18DF,062D,063A,0681,0676
0C,18E0,062F,063B,0681,0676
0C,18E1,062D,063A,0680,0676
0C,18E2,062C,0638,0681,0675
0C,18E3,062C,0638,067F,0673
0C,18E4,062D,063A,0682,0676
0C,18E5,062E,063B,0682,0676
0C,18E6,062E,063B,0680,0675
0C,18E7,062C,0639,0681,0674
0C,18E8,062B,0639,0680,0673
0C,18E9,062D,063B,0681,0675
0C,18EA,062E,063C,0682,0676
0C,18EB,062D,063A,0681,0675
0C,18EC,062C,0639,0680,0674
0C,18ED,062B,0637,067F,0674
0C,18EE,062E,063C,0681,0675
0C,18EF,062E,063C,0682,0676
0C,18F0,062D,063A,0681,0675
0C,18F1,062C,0639,0681,0674
0C,18F2,062C,0638,0680,0673
0C,18F3,062E,063B,0681,0676
0C,18F4,062E,063C,0682,0676
0C,18F5,062E,063B,0681,0675
0C,18F6,062C,0639,0680,0674
0C,18F7,062B,0637,0680,0674
0C,18F8,062E,063B,0681,0676
0C,18F9,062F,063C,0681,0676
0C,18FA,062D,063A,0681,0676
0C,18FB,062C,0639,0680,0674
0C,18FC,062C,0638,067F,0673
0C,18FD,062E,063A,0681,0675
0C,18FE,062F,063C,0681,0676
0C,18FF,062E,063A,0680,0675
0C,1900,062D,0639,0680,0674
0C,1901,062C,0638,067F,0673
0C,1902,062D,063A,0681,0675
0C,1903,062E,063B,0681,0676
0C,1904,062D,063B,0680,0675
0C,1905,062C,0639,0680,0674
0C,1906,062C,0638,067F,0673
0C,1907,062D,063B,0681,0674
0C,1908,062F,063C,0681,0675
0C,1909,062E,063B,0681,0675
0C,190A,062D,063A,0680,0674
0C,190B,062C,0638,0680,0673
0C,190C,062D,063B,0682,0675
0C,190D,062E,063C,0682,0677
0C,190E,062D,063A,0681,0676
0C,190F,062C,0638,0681,0674
0C,1910,062B,0639,0680,0673
0C,1911,062D,063B,0681,0675
0C,1912,062F,063C,0681,0676
0C,1913,062E,063B,0680,0675
0C,1914,062D,0639,0680,0674
0C,1915,062C,0638,0680,0674
0C,1916,062E,063B,0681,0675
0C,1917,062F,063B,0681,0675
0C,1918,062D,063A,0681,0675
0C,1919,062C,0638,0680,0674
0C,191A,062C,0638,067F,0673
0C,191B,062E,063B,0681,0675
0C,191C,062F,063C,0681,0676
0C,191D,062D,063A,0681,0675
0C,191E,062C,0639,0681,0674
0C,191F,062B,0639,0680,0673
0C,1920,062E,063B,0681,0675
0C,1921,062E,063B,0682,0676
0C,1922,062D,063B,0681,0675
0C,1923,062D,0639,0680,0674
0C,1924,062B,0638,0680,0674
0C,1925,062D,063A,0681,0675
0C,1926,062E,063B,0682,0676
0C,1927,062D,063A,0681,0675
0C,1928,062C,0639,0680,0674
0C,1929,062C,0639,067F,0672
0C,192A,062D,063B,0681,0675
0C,192B,062E,063C,0681,0676
0C,192C,062E,063B,0681,0675
0C,192D,062C,0639,0681,0674
0C,192E,062B,0638,0680,0673
0C,192F,062D,063B,0681,0675
0C,1930,062E,063C,0682,0676
0C,1931,062D,063A,0681,0675
0C,1932,062C,0638,0680,0675
0C,1933,062B,0637,0680,0674
0C,1934,062E,063B,0681,0675
0C,1935,062E,063C,0681,0676
0C,1936,062D,063B,0681,0675
0C,1937,062C,0639,0681,0674
0C,1938,062B,0638,067F,0673
0C,1939,062D,063B,0681,0675
0C,193A,062E,063B,0682,0676
0C,193B,062D,063A,0681,0676
0C,193C,062C,0638,0681,0675
0C,193D,062C,0638,0680,0674
0C,193E,062E,063A,0681,0676
0C,193F,062E,063C,0681,0676
0C,1940,062D,063B,0681,0675
0C,1941,062C,0639,0680,0674
0C,1942,062C,0637,067F,0674
0C,1943,062D,063B,0681,0675
0C,1944,062F,063C,0681,0676
0C,1945,062D,063A,0681,0676
0C,1946,062C,0639,0680,0673
0C,1947,062C,0638,067F,0673
0C,1948,062D,063A,0681,0676
0C,1949,062E,063B,0682,0676
0C,194A,062D,063A,0681,0675
0C,194B,062C,0638,0681,0674
0C,194C,062B,0637,0680,0673
0C,194D,062D,063A,0681,0675
0C,194E,062E,063B,0682,0676
0C,194F,062D,063B,0681,0675
0C,1950,062D,0639,0680,0674
0C,1951,062B,0637,067F,0674
0C,1952,062D,063B,0681,0675
0C,1953,062E,063B,0681,0676
0C,1954,062D,063A,0681,0675
0C,1955,062C,0638,0680,0674
0C,1956,062B,0638,0680,0673
0C,1957,062D,063B,0681,0675
0C,1958,062E,063C,0682,0676
0C,1959,062E,063B,0681,0675
0C,195A,062D,0639,0680,0674
0C,195B,062B,0638,067F,0673
0C,195C,062D,063B,0681,0675
0C,195D,062E,063C,0682,0676
0C,195E,062D,063B,0681,0675
0C,195F,062C,0638,0680,0674
0C,1960,062B,0637,067F,0674
0C,1961,062E,063A,0681,0676
0C,1962,062F,063B,0682,0677
0C,1963,062D,063A,0681,0676
0C,1964,062C,0639,0681,0674
0C,1965,062B,0638,067F,0673
0C,1966,062D,063A,0681,0675
0C,1967,062E,063B,0682,0676
0C,1968,062E,063A,0681,0675
0C,1969,062C,0638,0680,0674
0C,196A,062B,0638,0680,0673
0C,196B,062D,063A,0681,0675
0C,196C,062E,063B,0682,0676
0C,196D,062D,063B,0681,0675
0C,196E,062C,0639,0680,0674
0C,196F,062C,0638,067F,0673
0C,1970,062E,063B,0681,0675
0C,1971,062F,063C,0682,0676
0C,1972,062D,063B,0681,0675
0C,1973,062C,0639,0681,0674
0C,1974,062C,0638,067F,0673
0C,1975,062D,063A,0681,0675
0C,1976,062E,063C,0682,0676
0C,1977,062E,063B,0681,0676
0C,1978,062D,0638,0680,0675
0C,1979,062B,0638,0680,0674
0C,197A,062D,063A,0681,0675
0C,197B,062E,063B,0682,0676
0C,197C,062D,063A,0682,0676
0C,197D,062C,0639,0681,0674
0C,197E,062C,0638,0680,0674
0C,197F,062D,063A,0681,0675
0C,1980,062E,063B,0681,0676
0C,1981,062E,063A,0681,0675
0C,1982,062C,0638,0680,0674
0C,1983,062C,0639,067F,0673
0C,1984,062D,063A,0681,0675
0C,1985,062E,063C,0681,0675
0C,1986,062E,063B,0680,0675
0C,1987,062C,0638,0681,0674
0C,1988,062B,0638,0680,0673
0C,1989,062D,063A,0681,0675
0C,198A,062E,063B,0682,0676
0C,198B,062D,063A,0681,0675
0C,198C,062C,0639,0681,0674
0C,198D,062C,0637,067F,0674
0C,198E,062E,063A,0681,0676
0C,198F,062E,063C,0682,0676
0C,1990,062E,063B,0681,0675
0C,1991,062C,0639,0681,0674
0C,1992,062B,0639,0680,0673
0C,1993,062D,063A,0681,0675
0C,1994,062E,063B,0681,0676
0C,1995,062D,063A,0680,0675
0C,1996,062C,0639,0680,0674
0C,1997,062B,0638,0680,0673
0C,1998,062D,063A,0681,0675
0C,1999,062E,063B,0682,0676
0C,199A,062D,063A,0681,0676
0C,199B,062C,0639,0681,0675
0C,199C,062C,0637,067F,0674
0C,199D,062E,063B,0681,0675
0C,199E,062E,063C,0682,0676
0C,199F,062D,063A,0681,0676
0C,19A0,062C,0639,0680,0674
0C,19A1,062C,0638,067F,0673
0C,19A2,062E,063B,0680,0675
0C,19A3,062E,063B,0681,0676
0C,19A4,062E,063A,0680,0675
0C,19A5,062C,0638,0681,0674
0C,19A6,062B,0637,0680,0675
0C,19A7,062D,063A,0682,0676
0C,19A8,062E,063B,0682,0677
0C,19A9,062D,063A,0682,0676
0C,19AA,062D,0639,0680,0674
0C,19AB,062B,0638,067F,0674
0C,19AC,062E,063A,0681,0676
0C,19AD,062F,063C,0681,0676
0C,19AE,062D,063B,0681,0675
0C,19AF,062C,0639,0680,0674
0C,19B0,062C,0638,067F,0673
0C,19B1,062E,063A,0681,0675
0C,19B2,062F,063B,0682,0676
0C,19B3,062E,063B,0681,0675
0C,19B4,062D,0638,0680,0674
0C,19B5,062C,0638,0680,0673
0C,19B6,062E,063B,0681,0675
0C,19B7,062E,063B,0682,0676
0C,19B8,062D,063B,0681,0675
0C,19B9,062D,0639,0681,0674
0C,19BA,062C,0638,067F,0673
0C,19BB,062D,063B,0681,0674
0C,19BC,062E,063C,0682,0676
0C,19BD,062D,063B,0681,0676
0C,19BE,062C,0638,0681,0675
0C,19BF,062C,0638,067F,0673
0C,19C0,062E,063A,0681,0675
0C,19C1,062E,063B,0681,0676
0C,19C2,062E,063B,0681,0675
0C,19C3,062C,0638,0680,0675
0C,19C4,062B,0638,067F,0674
0C,19C5,062D,063A,0681,0675
0C,19C6,062F,063B,0681,0676
0C,19C7,062D,063A,0680,0675
0C,19C8,062C,0638,0681,0675
0C,19C9,062C,0638,067F,0673
0C,19CA,062C,063A,0681,0675
0C,19CB,062D,063B,0682,0676
0C,19CC,062D,063B,0680,0675
0C,19CD,062B,0638,0681,0674
0C,19CE,062B,0637,0680,0673
0C,19CF,062D,0639,0681,0675
0C,19D0,062E,063B,0681,0676
0C,19D1,062E,063A,0681,0675
0C,19D2,062C,0639,0680,0674
0C,19D3,062B,0637,0680,0674
0C,19D4,062D,063A,0680,0675
0C,19D5,062E,063B,0681,0676
0C,19D6,062D,063A,0681,0675
0C,19D7,062D,0639,0680,0674
0C,19D8,062C,0638,067F,0673
0C,19D9,062D,063A,0681,0676
0C,19DA,062F,063C,0681,0676
0C,19DB,062E,063A,0681,0676
0C,19DC,062C,0638,0681,0675
0C,19DD,062B,0638,0680,0673
0C,19DE,062D,0639,0681,0675
0C,19DF,062E,063B,0682,0677
0C,19E0,062D,063A,0681,0676
0C,19E1,062D,0639,0680,0674
0C,19E2,062B,0638,067F,0674
0C,19E3,062D,063B,0681,0675
0C,19E4,062E,063C,0682,0676
0C,19E5,062E,063B,0681,0675
0C,19E6,062D,0639,0680,0674
0C,19E7,062C,0638,067F,0673
0C,19E8,062D,063A,0681,0675
0C,19E9,062E,063B,0681,0676
0C,19EA,062D,063A,0681,0675
0C,19EB,062C,0639,0681,0674
0C,19EC,062C,0638,0680,0673
0C,19ED,062D,063A,0681,0675
0C,19EE,062F,063C,0682,0676
0C,19EF,062E,063B,0680,0675
0C,19F0,062C,0639,0680,0674
0C,19F1,062B,0638,0680,0674
0C,19F2,062D,063A,0681,0675
0C,19F3,062E,063B,0681,0676
0C,19F4,062D,063B,0681,0675
0C,19F5,062D,063A,0680,0674
0C,19F6,062C,0638,067F,0673
0C,19F7,062D,063B,0681,0675
0C,19F8,062F,063C,0681,0676
0C,19F9,062E,063A,0681,0675
0C,19FA,062C,0639,0680,0674
0C,19FB,062B,0638,067F,0673
0C,19FC,062D,063A,0681,0675
0C,19FD,062E,063B,0682,0677
0C,19FE,062E,063B,0681,0676
0C,19FF,062D,0639,0681,0674
0C,1A00,062B,0638,0680,0674
0C,1A01,062E,063A,0681,0675
0C,1A02,062F,063C,0682,0677
0C,1A03,062E,063B,0681,0675
0C,1A04,062D,063A,0680,0674
0C,1A05,062C,0638,0680,0674
0C,1A06,062D,063B,0681,0675
0C,1A07,062E,063C,0682,0676
0C,1A08,062E,063B,0681,0675
0C,1A09,062D,0639,0681,0675
0C,1A0A,062C,0639,0680,0673
0C,1A0B,062D,063A,0681,0675
0C,1A0C,062E,063B,0682,0677
0C,1A0D,062E,063B,0681,0676
0C,1A0E,062C,0639,0681,0675
0C,1A0F,062B,0638,0680,0674
0C,1A10,062E,063B,0681,0674
0C,1A11,062F,063C,0681,0676
0C,1A12,062E,063C,0681,0675
0C,1A13,062D,063A,0680,0674
0C,1A14,062C,0638,067F,0673
0C,1A15,062D,063A,0681,0675
0C,1A16,062E,063C,0682,0676
0C,1A17,062D,063A,0681,0675
0C,1A18,062C,0638,0681,0675
0C,1A19,062B,0638,0680,0673
0C,1A1A,062D,0639,0681,0676
0C,1A1B,062E,063B,0682,0676
0C,1A1C,062E,063B,0681,0675
0C,1A1D,062D,0639,0681,0674
0C,1A1E,062B,0638,067F,0673
0C,1A1F,062D,063A,0681,0675
0C,1A20,062F,063B,0681,0676
0C,1A21,062E,063B,0681,0675
0C,1A22,062D,0639,0681,0674
0C,1A23,062C,0638,0680,0673
0C,1A24,062D,063A,0681,0675
0C,1A25,062E,063C,0682,0676
0C,1A26,062E,063B,0681,0675
0C,1A27,062D,0639,0681,0675
0C,1A28,062C,0639,0680,0674
0C,1A29,062D,063A,0681,0676
0C,1A2A,062E,063B,0682,0676
0C,1A2B,062D,063B,0681,0675
0C,1A2C,062D,0639,0681,0674
0C,1A2D,062B,0638,0680,0674
0C,1A2E,062D,063A,0681,0675
0C,1A2F,062E,063B,0682,0676
0C,1A30,062D,063A,0681,0676
0C,1A31,062D,0639,0681,0675
0C,1A32,062C,0638,0680,0673
0C,1A33,062D,063A,0681,0675
0C,1A34,062E,063C,0682,0676
0C,1A35,062E,063B,0681,0675
0C,1A36,062D,0639,0681,0674
0C,1A37,062C,0639,0680,0673
0C,1A38,062C,063A,0680,0675
0C,1A39,062E,063B,0682,0676
0C,1A3A,062E,063B,0681,0674
0C,1A3B,062C,0639,0680,0674
0C,1A3C,062B,0637,067F,0673
0C,1A3D,062D,063A,0681,0675
0C,1A3E,062E,063B,0681,0676
0C,1A3F,062D,063B,0681,0675
0C,1A40,062C,0639,0681,0674
0C,1A41,062B,0638,0680,0673
0C,1A42,062D,0639,0681,0674
0C,1A43,062E,063B,0681,0676
0C,1A44,062E,063B,0680,0676
0C,1A45,062D,063A,0680,0674
0C,1A46,062C,0639,0680,0673
0C,1A47,062D,063A,0681,0675
0C,1A48,062E,063B,0681,0676
0C,1A49,062D,063B,0680,0674
0C,1A4A,062D,0639,0680,0674
0C,1A4B,062B,0638,067F,0673
0C,1A4C,062D,063A,0680,0675
0C,1A4D,062E,063B,0682,0676
0C,1A4E,062D,063B,0682,0676
0C,1A4F,062D,0639,0681,0675
0C,1A50,062B,0637,067F,0673
0C,1A51,062C,0639,0680,0675
0C,1A52,062E,063B,0682,0676
0C,1A53,062E,063A,0681,0676
0C,1A54,062D,0639,0681,0674
0C,1A55,062C,0638,067F,0672
0C,1A56,062D,063A,0681,0675
0C,1A57,062E,063B,0682,0676
0C,1A58,062E,063B,0681,0675
0C,1A59,062D,0639,0681,0674
0C,1A5A,062B,0638,0680,0674
0C,1A5B,062D,063A,0681,0674
0C,1A5C,062E,063B,0681,0676
0C,1A5D,062D,063A,0682,0676
0C,1A5E,062C,0639,0681,0675
0C,1A5F,062B,0638,0680,0673
0C,1A60,062C,063A,0680,0675
0C,1A61,062E,063C,0682,0676
0C,1A62,062E,063B,0681,0675
0C,1A63,062C,0639,0681,0674
0C,1A64,062C,0638,0680,0672
0C,1A65,062D,063A,0680,0674
0C,1A66,062E,063C,0681,0675
0C,1A67,062E,063C,0681,0674
0C,1A68,062D,0639,0680,0674
0C,1A69,062B,0638,0680,0673
0C,1A6A,062D,063A,0681,0674
0C,1A6B,062E,063A,0682,0677
0C,1A6C,062D,063A,0681,0676
0C,1A6D,062D,0639,0681,0675
0C,1A6E,062C,0638,067F,0673
0C,1A6F,062D,063A,0680,0675
0C,1A70,062E,063C,0681,0676
0C,1A71,062E,063A,0681,0676
0C,1A72,062C,0639,0681,0674
0C,1A73,062B,0638,0680,0673
0C,1A74,062C,0639,0680,0675
0C,1A75,062E,063B,0682,0676
0C,1A76,062E,063A,0681,0675
0C,1A77,062D,0639,0681,0675
0C,1A78,062B,0638,067F,0674
0C,1A79,062D,063A,0680,0674
0C,1A7A,062E,063C,0682,0676
0C,1A7B,062D,063A,0681,0676
0C,1A7C,062D,0639,0680,0674
0C,1A7D,062C,0638,067F,0673
0C,1A7E,062D,063A,0681,0675
0C,1A7F,062E,063C,0681,0675
0C,1A80,062D,063B,0680,0675
0C,1A81,062D,0639,0681,0674
0C,1A82,062C,0638,0680,0673
0C,1A83,062D,0639,0680,0674
0C,1A84,062E,063B,0681,0676
0C,1A85,062E,063B,0681,0675
0C,1A86,062D,0638,0680,0675
0C,1A87,062B,0637,0680,0674
0C,1A88,062D,0639,0681,0675
0C,1A89,062D,063B,0682,0676
0C,1A8A,062D,063A,0681,0676
0C,1A8B,062C,0639,0681,0674
0C,1A8C,062C,0638,067F,0673
0C,1A8D,062C,063A,0680,0675
0C,1A8E,062F,063C,0681,0675
0C,1A8F,062E,063B,0680,0675
0C,1A90,062C,063A,0681,0674
0C,1A91,062B,0637,067F,0673
0C,1A92,062C,0639,0681,0675
0C,1A93,062E,063B,0681,0676
0C,1A94,062D,063B,0681,0675
0C,1A95,062C,0639,0681,0675
0C,1A96,062C,0638,0680,0673
0C,1A97,062C,063A,0680,0674
0C,1A98,062F,063B,0681,0675
0C,1A99,062E,063B,0681,0676
0C,1A9A,062D,063A,0680,0675
0C,1A9B,062C,0637,067F,0673
0C,1A9C,062D,063A,0681,0674
0C,1A9D,062E,063B,0682,0676
0C,1A9E,062D,063B,0681,0675
0C,1A9F,062C,0639,0681,0674
0C,1AA0,062B,0638,0680,0673
0C,1AA1,062C,063A,0680,0674
0C,1AA2,062E,063B,0681,0676
0C,1AA3,062E,063B,0681,0675
0C,1AA4,062D,0639,0680,0674
0C,1AA5,062C,0638,0680,0674
0C,1AA6,062D,063A,0681,0674
0C,1AA7,062E,063B,0682,0676
0C,1AA8,062D,063B,0682,0676
0C,1AA9,062D,0639,0681,0675
0C,1AAA,062C,0637,067F,0674
0C,1AAB,062C,0639,0681,0675
0C,1AAC,062E,063C,0681,0676
0C,1AAD,062D,063B,0681,0676
0C,1AAE,062C,0639,0681,0674
0C,1AAF,062C,0638,067F,0673
0C,1AB0,062D,0639,0680,0674
0C,1AB1,062E,063B,0682,0676
0C,1AB2,062E,063B,0680,0674
0C,1AB3,062C,0639,0681,0674
0C,1AB4,062B,0638,0680,0674
0C,1AB5,062D,0639,0680,0674
0C,1AB6,062E,063B,0681,0676
0C,1AB7,062E,063B,0681,0676
0C,1AB8,062D,063A,0681,0675
0C,1AB9,062C,0638,067F,0674
0C,1ABA,062D,063A,0680,0674
0C,1ABB,062E,063B,0681,0676
0C,1ABC,062E,063A,0681,0676
0C,1ABD,062D,0639,0681,0675
0C,1ABE,062B,0638,0680,0673
0C,1ABF,062C,0639,0681,0675
0C,1AC0,062E,063B,0682,0676
0C,1AC1,062E,063B,0681,0675
0C,1AC2,062D,063A,0681,0674
0C,1AC3,062B,0639,0680,0673
0C,1AC4,062D,063A,0680,0674
0C,1AC5,062E,063B,0682,0676
0C,1AC6,062D,063B,0681,0675
0C,1AC7,062C,0639,0681,0675
0C,1AC8,062C,0638,0680,0673
0C,1AC9,062C,0639,0681,0674
0C,1ACA,062E,063B,0682,0676
0C,1ACB,062E,063B,0681,0676
0C,1ACC,062C,063A,0681,0674
0C,1ACD,062B,0638,0680,0673
0C,1ACE,062C,0639,0680,0674
0C,1ACF,062D,063C,0682,0676
0C,1AD0,062D,063C,0681,0675
0C,1AD1,062D,0639,0681,0675
0C,1AD2,062B,0638,067F,0674
0C,1AD3,062D,0639,0680,0674
0C,1AD4,062F,063B,0681,0676
0C,1AD5,062E,063B,0681,0676
0C,1AD6,062D,0639,0680,0674
0C,1AD7,062C,0638,0680,0673
0C,1AD8,062C,0639,0681,0675
0C,1AD9,062E,063B,0681,0675
0C,1ADA,062E,063B,0681,0676
0C,1ADB,062C,0639,0681,0675
0C,1ADC,062C,0638,067F,0673
0C,1ADD,062C,0639,0680,0675
0C,1ADE,062E,063B,0681,0675
0C,1ADF,062E,063C,0680,0674
0C,1AE0,062D,063A,0680,0674
0C,1AE1,062B,0638,067F,0673
0C,1AE2,062D,063A,067F,0673
0C,1AE3,062E,063C,0681,0675
0C,1AE4,062D,063B,0681,0675
0C,1AE5,062D,063A,0681,0674
0C,1AE6,062B,0638,0680,0673
0C,1AE7,062B,0639,0681,0674
0C,1AE8,062D,063C,0682,0676
0C,1AE9,062D,063A,0682,0676
0C,1AEA,062D,063A,0681,0675
0C,1AEB,062C,0638,0680,0673
0C,1AEC,062C,0639,0680,0674
0C,1AED,062E,063B,0682,0676
0C,1AEE,062E,063C,0681,0675
0C,1AEF,062D,063A,0681,0674
0C,1AF0,062B,0638,0680,0673
0C,1AF1,062C,063A,0680,0673
0C,1AF2,062E,063C,0681,0675
0C,1AF3,062E,063B,0681,0675
0C,1AF4,062D,0639,0680,0675
0C,1AF5,062C,0637,0680,0674
0C,1AF6,062C,0639,0680,0674
0C,1AF7,062E,063B,0681,0676
0C,1AF8,062E,063B,0681,0676
0C,1AF9,062D,063A,0681,0674
0C,1AFA,062B,0638,0680,0674
0C,1AFB,062C,0639,0680,0675
0C,1AFC,062E,063B,0681,0676
0C,1AFD,062E,063B,0681,0675
0C,1AFE,062D,0639,0680,0675
0C,1AFF,062B,0638,0680,0673
0C,1B00,062D,0639,0680,0673
0C,1B01,062E,063B,0682,0676
0C,1B02,062E,063B,0681,0676
0C,1B03,062D,063A,0681,0674
0C,1B04,062C,0638,0680,0673
0C,1B05,062C,0639,0680,0674
0C,1B06,062E,063B,0682,0676
0C,1B07,062E,063B,0681,0676
0C,1B08,062D,0639,0681,0675
0C,1B09,062C,0638,0680,0673
0C,1B0A,062C,0639,0680,0674
0C,1B0B,062E,063B,0682,0676
0C,1B0C,062E,063C,0681,0675
0C,1B0D,062D,063A,0680,0675
0C,1B0E,062B,0638,0680,0674
0C,1B0F,062D,063A,0680,0674
0C,1B10,062E,063B,0681,0676
0C,1B11,062E,063B,0682,0676
0C,1B12,062D,0639,0681,0675
0C,1B13,062C,0638,067F,0673
0C,1B14,062C,0639,0680,0674
0C,1B15,062E,063C,0681,0675
0C,1B16,062E,063B,0681,0675
0C,1B17,062C,0639,0681,0675
0C,1B18,062C,0638,0680,0673
0C,1B19,062C,0639,0680,0674
0C,1B1A,062E,063C,0681,0675
0C,1B1B,062E,063B,0681,0675
0C,1B1C,062D,0639,0680,0675
0C,1B1D,062B,0637,0680,0674
0C,1B1E,062C,0639,0680,0674
0C,1B1F,062E,063C,0682,0676
0C,1B20,062D,063B,0682,0676
0C,1B21,062C,063A,0681,0674
0C,1B22,062C,0638,0680,0673
0C,1B23,062C,0639,0680,0674
0C,1B24,062E,063B,0681,0676
0C,1B25,062E,063B,0681,0676
0C,1B26,062D,063A,0680,0675
0C,1B27,062B,0638,067F,0673
0C,1B28,062C,0638,0680,0675
0C,1B29,062E,063B,0681,0676
0C,1B2A,062E,063B,0681,0676
0C,1B2B,062C,063A,0681,0675
0C,1B2C,062C,0638,0680,0673
0C,1B2D,062C,0639,0680,0674
0C,1B2E,062D,063B,0681,0676
0C,1B2F,062D,063B,0681,0676
0C,1B30,062D,063A,0681,0675
0C,1B31,062C,0638,067F,0674
0C,1B32,062C,0639,0680,0674
0C,1B33,062E,063B,0682,0676
0C,1B34,062E,063B,0682,0675
0C,1B35,062C,0639,0681,0675
0C,1B36,062B,0639,0680,0674
0C,1B37,062C,0639,0680,0674
0C,1B38,062E,063B,0681,0677
0C,1B39,062E,063B,0681,0676
0C,1B3A,062E,063A,0681,0675
0C,1B3B,062B,0637,0680,0674
0C,1B3C,062C,0638,0680,0674
0C,1B3D,062E,063B,0681,0675
0C,1B3E,062D,063B,0681,0676
0C,1B3F,062D,0639,0680,0675
0C,1B40,062C,0638,067F,0674
0C,1B41,062C,0639,067F,0674
0C,1B42,062E,063B,0681,0676
0C,1B43,062E,063B,0681,0676
0C,1B44,062C,0639,0681,0675
0C,1B45,062C,0638,0680,0673
0C,1B46,062C,0639,0680,0674
0C,1B47,062E,063B,0681,0676
0C,1B48,062E,063B,0681,0675
0C,1B49,062D,0639,0681,0675
0C,1B4A,062B,0638,0680,0674
0C,1B4B,062C,0639,0680,0674
0C,1B4C,062E,063B,0681,0676
0C,1B4D,062E,063B,0681,0676
0C,1B4E,062D,0639,0680,0675
0C,1B4F,062C,0638,067F,0674
0C,1B50,062C,0638,0680,0674
0C,1B51,062E,063B,0682,0676
0C,1B52,062E,063C,0681,0676
0C,1B53,062D,063A,0680,0674
0C,1B54,062B,0639,067F,0673
0C,1B55,062D,0639,067F,0674
0C,1B56,062D,063B,0682,0676
0C,1B57,062E,063C,0681,0676
0C,1B58,062D,0639,0681,0675
0C,1B59,062B,0638,0680,0673
0C,1B5A,062C,0639,0680,0674
0C,1B5B,062E,063A,0681,0676
0C,1B5C,062E,063B,0681,0676
0C,1B5D,062D,063A,0681,0675
0C,1B5E,062C,0638,067F,0673
0C,1B5F,062C,0639,0680,0674
0C,1B60,062E,063C,0681,0675
0C,1B61,062E,063B,0681,0676
0C,1B62,062D,063A,0680,0675
0C,1B63,062D,0638,067F,0674
0C,1B64,062D,0638,067F,0675
0C,1B65,062E,063C,0682,0676
0C,1B66,062E,063C,0682,0676
0C,1B67,062C,0639,0681,0675
0C,1B68,062C,0638,0680,0674
0C,1B69,062C,0639,0680,0674
0C,1B6A,062E,063B,0681,0675
0C,1B6B,062E,063B,0681,0676
0C,1B6C,062D,063A,0681,0675
0C,1B6D,062C,0638,0680,0673
0C,1B6E,062B,0638,0680,0674
0C,1B6F,062F,063C,0681,0676
0C,1B70,062F,063C,0681,0676
0C,1B71,062C,063A,0680,0674
0C,1B72,062B,0638,067E,0672
0C,1B73,062B,0637,067F,0673
